;;Categorical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Numerical;Numerical
;;Mean number of distributions per year in the collection;"Assessment of germi6tion of the base sample; 1 being the best and 4 the worst";Calses de germinacion;Cantidad de semillas disonibles;Numero de inventario;Cava y Bolsa;Genus and species;Id ubicacion del centro de investigacion donde se encuentra;Years in the collection;Current age of the base sample used for regeneration
ARN;PATH;Use/yr;Estado de Disponibilidad;Germinacion;Cantidad de Semillas;Numero_De_Inventario;Cava;Especie;Id del Centro;Longevidad;Ultimo Monitoreo
BGVCOL30400506;121020;9.6;5;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400529;121040;9;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400529;121040;1.38;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400529;121020;9.71;15;3;1;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30400553;121040;5.88;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400553;121040;4.58;14;2;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400553;121020;9.27;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400562;121040;2.16;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400568;121040;5.3;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400568;121020;1;7;3;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30400592;121040;9;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400592;121040;5.18;5;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400592;121020;0.6;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400620;121020;9.4;7;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400624;121020;3.19;5;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400651;121040;8.25;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400651;121040;9.27;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400673;121040;0.2;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400673;121020;7.89;5;3;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30400684;121040;0.92;5;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400684;121040;7.4;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400684;121020;4.3;5;3;1;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30400685;121040;9.35;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400685;121040;6.44;8;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400685;121020;9.35;8;1;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400703;121040;5.86;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400703;121020;9.75;5;3;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30400706;121040;17;5;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400706;121040;1.96;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400706;121020;2.39;5;3;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30400708;121040;0.52;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400708;121040;8.75;13;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400708;121020;5.66;8;2;2;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30400719;121040;8.88;8;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400719;121020;6.94;5;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30400752;121040;1.85;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400752;121040;2.24;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400752;121020;5.99;5;3;1;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30400756;121040;1.29;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400756;121040;2.21;8;2;2;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400756;121020;3.28;5;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30400761;121040;1.49;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400761;121020;8.69;15;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30400762;121040;36;15;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400762;121040;4.54;14;2;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400762;121020;2.41;15;3;2;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30400763;121040;6.5;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400763;121040;5.54;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400763;121020;43;5;3;2;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30400769;121040;6.73;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400769;121040;23;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400769;121040;35;8;2;2;3;0°C B-1;Zea mays;0;0;1
BGVCOL30400769;121020;1.71;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400782;121040;1.29;15;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400782;121040;5.85;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400782;121020;2.43;15;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400782;121020;0.36;8;1;1;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30400790;121040;0.6;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400794;121040;8.82;13;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400794;121040;8.79;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400819;121040;5.45;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400819;121020;3.23;8;2;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30400837;121040;9.68;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400837;121040;2.39;5;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400837;121020;2.71;5;3;1;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30400845;121040;7.77;8;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400845;121020;7.49;8;1;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400861;121040;3.87;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400861;121020;3.52;5;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400890;121040;6.78;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400901;121040;3.89;5;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400901;121040;0.46;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400901;121040;6.38;14;2;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30400901;121020;4.36;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400910;121040;7.52;5;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400910;121040;1.6;14;2;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400910;121020;6.43;8;2;2;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30400922;121040;42;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400922;121020;1.55;8;2;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30400923;121020;8.93;15;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400924;121040;38;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400927;121040;4.12;8;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400933;121020;1.87;8;2;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30400936;121040;6.49;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400941;121040;48;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400943;121040;5.66;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30400943;121040;7.79;5;3;2;2;0°C B-1;Zea mays;0;0;1
BGVCOL30400943;121020;4.87;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401010;121040;4.21;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401010;121020;5.11;15;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401012;121040;9.24;8;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401012;121040;7.45;8;2;2;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401012;121020;5.94;5;3;2;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30401024;121040;1.9;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401024;121020;4;8;2;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401025;121040;7.55;8;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401058;121040;7.91;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401058;121040;6.61;5;3;2;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401058;121040;5.89;7;3;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30401060;121040;2.34;5;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401060;121040;4.48;14;2;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401060;121020;2.16;5;3;2;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30401071;121040;6.71;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401071;121040;8.13;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401071;121040;6.29;7;3;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30401071;121020;1.79;8;2;2;4;-20°C B-1;Zea mays;0;0;1
BGVCOL30401108;121040;7.21;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401108;121020;9;5;2;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401141;121040;8.15;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401141;121020;3.66;5;3;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401156;121040;3.85;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401218;121040;8.53;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401218;121020;6.17;5;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401247;121040;1.54;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401247;121020;5.8;13;1;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401294;121040;5.85;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401294;121040;8.14;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401294;121020;0.84;5;3;2;3;-20°C B-1;Zea mays;0;0;1
BGVCOL30401310;121020;1.7;5;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401346;121040;1.74;8;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401346;121020;5.65;8;2;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401354;121040;0.32;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401354;121040;9.59;8;2;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401354;121040;9.52;14;2;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30401354;121020;0.87;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401364;121040;37;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401364;121040;0.68;14;2;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401364;121020;8.65;8;1;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401460;121040;1.27;8;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401460;121020;3.58;5;3;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401474;121040;3.84;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401474;121020;3.34;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401484;121040;7.67;13;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401499;121040;66;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401499;121020;0.35;5;3;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401506;121040;2.91;8;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401506;121040;4.3;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401506;121040;9.95;14;2;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30401542;121040;2.9;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401542;121040;0.16;8;2;2;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401542;121020;3.33;15;3;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401568;121040;25;5;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401568;121040;6.43;5;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401568;121020;3.27;15;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401575;121040;4.82;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401575;121020;4.1;8;2;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401584;121040;3.37;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401584;121020;8.26;15;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401594;121040;0.72;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401594;121040;7.64;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401596;121040;9.34;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401598;121040;9.41;5;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401600;121040;4.25;8;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401600;121020;3.83;5;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401602;121040;49;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401606;121040;2.31;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401606;121020;0.79;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401618;121040;3.57;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401626;121040;5.5;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401626;121020;22;5;3;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401640;121040;5.26;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401643;121040;6.85;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401644;121040;1.36;5;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401644;121040;7.2;5;3;2;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401644;121020;3.34;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401649;121040;1.89;5;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401649;121040;4.53;14;2;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401649;121020;3.72;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401668;121040;2.89;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401680;121040;9.66;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401680;121040;9.51;7;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401680;121020;1.3;5;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401686;121040;2.22;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401703;121040;7.48;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401703;121040;63;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401705;121040;4.22;15;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401705;121040;32;8;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401705;121020;6.35;15;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401705;121020;8.22;8;1;1;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401708;121040;1.99;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401715;121040;5.1;5;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401715;121040;0.72;7;3;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401715;121040;1.61;14;2;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30401715;121020;0.28;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401719;121040;5.81;5;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401719;121040;2.17;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401719;121020;4.81;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30401722;121040;31;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401776;121040;6.34;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401780;121040;3.79;5;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401780;121040;7.35;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30401780;121020;0.66;8;2;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30401783;121040;6.76;8;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30401796;121040;4.98;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402017;121020;0.57;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402060;121020;4.34;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402068;121020;5.36;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402101;121040;2.44;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402101;121020;6.88;5;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30402112;121040;1.79;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402112;121020;0.35;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402115;121040;7.9;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402115;121020;1.68;8;2;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402121;121040;5.78;13;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402121;121020;1.14;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402124;121040;92;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402124;121020;3.75;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402131;121040;2.28;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402131;121020;72;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402133;121040;83;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402133;121020;0.87;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402156;121040;9.17;15;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402156;121040;3.24;14;1;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30402156;121020;9.26;15;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402156;121020;7.35;8;2;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30402156;121020;2.57;15;3;1;3;-20°C B-1;Zea mays;0;0;2
BGVCOL30402170;121040;3.2;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402170;121020;7.75;8;2;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30402174;121040;6.88;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402174;121020;6.58;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402176;121040;2.6;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402176;121020;4.51;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402182;121040;3.53;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402182;121020;0.17;5;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30402185;121040;9.26;7;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402185;121040;8.37;5;3;2;2;0°C B-1;Zea mays;0;0;1
BGVCOL30402185;121040;7.87;5;3;2;3;0°C B-1;Zea mays;0;0;1
BGVCOL30402185;121020;6.35;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402201;121040;4.65;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402201;121020;3.99;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402203;121040;3.23;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402203;121020;3.77;15;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402205;121040;68;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402205;121020;0.54;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402207;121040;2.43;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402207;121020;4.17;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402239;121040;7.45;5;3;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402309;121040;9.33;14;2;1;2;0°C B-1;Zea mays;0;0;1
BGVCOL30402309;121020;6.82;5;3;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30402312;121040;6.18;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402312;121020;1.31;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402326;121040;2;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402326;121020;7.54;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402348;121040;9.66;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402348;121020;7.4;15;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402356;121040;3.91;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402356;121020;0.78;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402360;121040;6.45;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402360;121020;4.63;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402361;121040;2.97;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402361;121020;4.36;8;2;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402372;121040;0.4;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402372;121020;3.57;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402373;121040;3.29;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402373;121020;2.74;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402391;121020;1.47;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402400;121040;8.51;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402469;121040;7.41;8;1;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402484;121040;2.44;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402484;121020;3;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402485;121040;0.54;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402485;121020;5.97;15;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402486;121040;6.93;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402486;121020;0.49;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402487;121040;4.57;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402487;121020;2.87;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402489;121040;9.35;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402489;121020;7.96;15;3;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402495;121040;6.41;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402495;121020;45;8;1;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402497;121040;8.72;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402497;121020;0.35;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402499;121040;1.56;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402499;121020;3.5;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402506;121040;7.23;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402506;121020;2.41;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402525;121040;1.89;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402525;121020;4.14;8;2;2;2;-20°C B-1;Zea mays;0;0;1
BGVCOL30402527;121040;4.98;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402534;121040;7.1;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402535;121040;5.1;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402535;121020;7.87;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402552;121040;5.2;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402552;121020;3.79;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402561;121040;8.9;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402561;121020;13;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402572;121040;5.13;8;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402599;121040;4.71;8;1;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402599;121020;2.45;8;1;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402602;121040;2.12;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402602;121040;7.65;5;3;2;2;0°C B-1;Zea mays;0;0;1
BGVCOL30402602;121020;4.99;15;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402610;121040;7.24;8;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402630;121040;8.46;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402632;121040;6.87;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402632;121020;6.38;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402637;121040;8.38;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402637;121020;5.48;8;2;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402646;121040;7.26;14;2;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402646;121020;1.88;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402672;121040;74;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402672;121020;5.19;8;2;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402691;121020;54;15;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402733;121040;8.37;5;3;2;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402733;121040;6.62;5;3;2;2;0°C B-1;Zea mays;0;0;1
BGVCOL30402733;121040;0.21;8;2;1;3;0°C B-1;Zea mays;0;0;1
BGVCOL30402733;121020;6.11;5;3;2;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402741;121040;2.93;14;1;1;1;0°C B-1;Zea mays;0;0;1
BGVCOL30402741;121020;6.2;8;1;1;1;-20°C B-1;Zea mays;0;0;1
BGVCOL30402779;121040;4.53;5;3;2;1;0°C B-1;Zea mays;0;0;1
