;;Categorical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Numerical;Numerical
;;Mean number of distributions per year in the collection;"Assessment of germi6tion of the base sample; 1 being the best and 4 the worst";Calses de germinacion;Cantidad de semillas disonibles;Numero de inventario;Cava y Bolsa;Genus and species;Id ubicacion del centro de investigacion donde se encuentra;Years in the collection;Current age of the base sample used for regeneration
ARN;PATH;Use/yr;Estado de Disponibilidad;Germinacion;Cantidad de Semillas;Numero_De_Inventario;Cava;Especie;Id del Centro;Longevidad;Ultimo Monitoreo
BGVCOL15061292;171840;5.25;5;2;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061293;171840;2.65;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061293;171840;7.76;5;1;2;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061293;171820;7.83;5;3;1;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061295;171840;8.11;15;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061295;171840;1.69;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061295;171840;3.43;5;2;3;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061295;171820;0.37;15;3;3;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061296;171840;0.49;15;1;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061296;171840;8.14;5;2;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061296;171840;9.22;5;3;2;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061296;171820;2.19;5;3;1;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061297;171840;7;15;2;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061297;171840;5.15;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061297;171820;3.47;5;3;2;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061298;171840;1.56;5;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061298;171820;3.27;15;3;2;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061299;171840;9.15;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061299;171840;3.11;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061299;171840;1.56;5;1;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061300;171840;6.59;15;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061300;171840;96;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061300;171840;0.39;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061300;171820;2.36;15;3;3;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061301;171840;4.8;15;1;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061301;171840;0.97;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061301;171840;7.27;5;3;2;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061301;171820;9.54;5;3;2;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061302;171840;1.47;5;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061302;171840;3.94;5;1;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061303;171840;5.22;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061303;171840;1.87;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061303;171820;1.66;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061304;171840;8.45;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061304;171820;7.93;5;3;1;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061305;171840;74;15;3;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061305;171840;8.14;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061305;171840;6.51;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061305;171820;2.13;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061307;171840;7.81;15;2;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061307;171840;7.32;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061307;171840;8.33;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061307;171820;3.97;5;3;2;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061308;171840;3.93;5;2;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061308;171840;9.97;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061308;171820;69;15;2;2;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061312;171840;0.77;15;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061312;171840;0.14;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061312;171840;1.43;5;3;2;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061312;171820;19;15;3;3;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061313;171840;0.5;15;3;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061313;171840;1.69;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061313;171840;5.45;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061313;171820;9.84;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061314;171840;8.93;5;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061314;171840;2.3;5;3;1;1;0°C B-2;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061314;171820;4.91;15;2;2;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061317;171840;1.68;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061317;171840;2.46;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061317;171840;5.46;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061317;171820;5.46;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061318;171840;7.81;5;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061318;171840;6.1;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061319;171840;9.18;15;3;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061319;171840;9.4;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061319;171840;9.39;5;3;2;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061319;171820;9.17;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061320;171840;4.95;15;2;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061320;171840;7.32;5;1;2;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061320;171840;0.62;5;1;2;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061320;171820;1.62;15;2;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061321;171840;2.97;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061321;171840;0.71;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061321;171840;8.15;5;2;2;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061323;171840;9.79;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061323;171840;9.98;2;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061324;171840;3.59;2;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061327;171840;8.89;2;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061327;171840;5.57;13;1;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061329;171840;8.71;15;3;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061329;171840;0.12;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061329;171840;8.92;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061329;171820;2.32;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061330;171840;9.91;5;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061330;171840;3.39;5;1;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061331;171840;7.81;5;3;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061331;171840;2.55;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061331;171820;6.72;5;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061333;171840;4.86;5;2;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061333;171840;2.24;5;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061334;171840;2.85;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061334;171840;4.53;5;2;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061334;171840;3.3;13;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061335;171840;0.52;5;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061335;171840;9.93;5;2;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061335;171820;7.14;5;3;1;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061336;171840;5.19;5;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061336;171840;9.16;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061336;171820;2.77;15;3;2;4;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061336;171840;9.42;2;1;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061337;171840;4.59;5;2;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061337;171840;1;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061338;171840;1.52;5;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061338;171840;0.13;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061338;171820;4.63;5;3;1;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061340;171840;1.65;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061340;171840;0.9;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061340;171840;3.36;5;2;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061340;171820;0.24;5;3;3;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061342;171840;9.16;5;2;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061342;171840;9.72;5;3;2;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061342;171820;9.44;5;3;2;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061344;171840;5.38;5;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061344;171840;3.13;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061345;171840;1.56;15;2;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061345;171840;1;5;2;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061345;171840;6.62;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061346;171840;4.33;5;2;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061347;171840;6.22;15;2;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061347;171820;4.21;5;3;3;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061348;171840;2.47;5;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061348;171840;4.53;5;2;2;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061348;171820;9.81;5;3;2;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061349;171840;34;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061350;171840;7.3;5;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061350;171840;2.55;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061350;171820;8.94;5;3;2;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061352;171840;7.74;2;1;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061352;171840;1.52;13;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061353;171840;2.29;5;1;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061353;171840;9.33;5;3;2;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061353;171820;6.61;5;3;2;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061354;171840;1.8;15;2;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061354;171840;9.13;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061354;171840;9.6;5;1;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061355;171840;1.46;5;3;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061355;171840;7.16;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061355;171820;6.64;5;3;1;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061356;171840;5.74;5;2;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061356;171840;5.87;5;3;2;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061356;171820;8.83;5;3;2;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061357;171840;3.48;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061357;171840;7.65;5;2;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061357;171840;5.14;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061357;171820;8.57;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061358;171840;0.83;5;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061358;171840;2.15;5;2;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061358;171820;3.24;5;2;2;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061359;171840;88;5;1;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061359;171840;0.74;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061359;171820;9.68;5;3;2;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061360;171840;2.56;15;2;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061360;171840;31;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061360;171820;0.51;5;3;1;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061361;171840;5.31;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061361;171840;82;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061361;171840;4.82;5;1;3;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061364;171840;1;5;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061364;171840;5.63;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061364;171840;0.32;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061364;171820;3.29;5;3;2;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061365;171840;1.63;5;2;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061365;171840;0.4;5;1;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061367;171840;4.32;5;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061368;171840;0.89;5;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061368;171840;6;5;3;1;1;0°C B-2;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061368;171820;2.79;15;3;2;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061369;171840;5.45;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061369;171840;9.11;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061369;171840;9.74;5;2;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061369;171820;9.37;5;3;1;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061370;171840;1.55;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061370;171840;1.43;5;3;2;2;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061370;171840;8.83;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061370;171820;8.59;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061376;171840;3.36;15;2;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061376;171840;8.39;13;2;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061376;171820;3.3;15;2;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061377;171820;5.32;5;3;3;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061378;171840;4.15;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061378;171840;41;5;2;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061378;171840;6.92;13;1;3;3;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061378;171820;8.37;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061380;171840;1.56;5;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061380;171840;0.96;13;1;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061380;171840;35;13;1;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061382;171840;3.66;15;3;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061382;171840;1.92;5;2;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061382;171840;2.14;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061382;171820;72;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061383;171840;71;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061383;171840;5.84;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061383;171820;5.22;5;3;1;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061384;171840;1.57;15;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061384;171840;2.19;5;2;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061384;171840;3.46;5;3;3;3;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061384;171820;3.46;15;3;3;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061385;171840;1.67;15;2;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061385;171840;6.79;2;1;2;2;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061385;171820;7.3;15;2;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061386;171840;73;15;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061386;171840;6.88;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061386;171840;5.6;5;3;1;2;0°C B-2;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061386;171820;4.34;15;3;3;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061388;171840;3.63;15;2;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061388;171840;9.25;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061388;171840;2.48;5;2;2;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061389;171840;0.47;15;3;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061389;171840;2.29;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061389;171840;9.13;5;2;2;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061389;171820;8.81;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061390;171840;2;15;3;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061390;171840;1.47;5;2;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061390;171840;0.99;5;3;3;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061390;171820;87;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061391;171840;1.69;15;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061391;171840;4.84;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061391;171820;9.45;15;1;3;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061392;171840;19;2;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061392;171840;0.57;5;2;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061393;171840;0.78;2;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061393;171840;1.19;5;1;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061394;171840;2.65;15;2;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061394;171840;8.37;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061394;171820;8.71;15;3;3;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;0;1
BGVCOL15061396;171820;6.89;15;3;2;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061397;171840;8.94;2;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061397;171840;8.81;2;3;2;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061397;171820;9.29;2;3;3;2;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061400;171840;9.36;5;3;3;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061400;171840;1.24;5;3;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061400;171820;7.73;15;3;2;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061401;171840;5.89;5;2;1;2;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061404;171840;6.51;15;3;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061404;171840;3.53;5;2;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061404;171840;3.61;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061404;171820;4.64;15;3;2;1;-20°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061405;171840;0.92;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061405;171840;6.64;5;1;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061405;171840;7.38;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061406;171840;7.17;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061406;171840;3.86;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061406;171840;9.44;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061410;171840;71;15;3;1;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061410;171840;0.99;5;3;1;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061410;171820;1.73;5;3;1;3;-20°C B-1;Solanum tuberosum subsp. andigena;0;1;1
BGVCOL15061411;171840;3.75;15;3;2;1;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061411;171840;8.2;5;3;3;2;0°C B-1;Solanum tuberosum subsp. andigena;0;2;1
BGVCOL15061411;171840;4.66;5;3;2;3;0°C B-1;Solanum tuberosum subsp. andigena;0;1;1
